kind,target,best_score_over_all_probes
genuine,Testing__Digital_Persona__Live__014_5_1.png__b9d4fd2d__014_5_1.png,676.640725671
genuine,Testing__Digital_Persona__Live__014_5_2.png__5f18cbbc__014_5_2.png,630.0069330677
genuine,Testing__Digital_Persona__Live__014_5_3.png__7bfc1631__014_5_3.png,630.0069330677
genuine,Testing__Digital_Persona__Live__014_5_4.png__c43a5f84__014_5_4.png,478.4471071068
genuine,Testing__Digital_Persona__Live__014_5_5.png__75bb5735__014_5_5.png,548.3977963736
genuine,Testing__Digital_Persona__Live__014_5_6.png__5d31a511__014_5_6.png,103.2075346763
genuine,Testing__Digital_Persona__Live__014_5_7.png__18291191__014_5_7.png,101.7831263906
genuine,Testing__Digital_Persona__Live__014_5_8.png__40377489__014_5_8.png,111.9709316508
genuine,Testing__Digital_Persona__Live__014_5_9.png__7a8ee5b6__014_5_9.png,148.8085875893
genuine,Testing__Digital_Persona__Live__014_6_0.png__f01bab95__014_6_0.png,163.6690077579
genuine,Testing__Digital_Persona__Live__014_6_1.png__d161453d__014_6_1.png,373.5210741111
genuine,Testing__Digital_Persona__Live__014_6_2.png__70c8d38e__014_6_2.png,326.8872815078
genuine,Testing__Digital_Persona__Live__014_6_3.png__3d0f2b40__014_6_3.png,315.2288333569
genuine,Testing__Digital_Persona__Live__014_6_4.png__3991c80c__014_6_4.png,408.4964182018
genuine,Testing__Digital_Persona__Live__014_6_5.png__ac0a38ff__014_6_5.png,408.4964182018
genuine,Testing__Digital_Persona__Live__014_6_6.png__6a7ab288__014_6_6.png,132.36215213
genuine,Testing__Digital_Persona__Live__014_6_7.png__6518ce20__014_6_7.png,108.3337667403
genuine,Testing__Digital_Persona__Live__014_6_8.png__2a622d20__014_6_8.png,107.1829809128
genuine,Testing__Digital_Persona__Live__014_6_9.png__aa1104ae__014_6_9.png,125.6519922261
genuine,Testing__Digital_Persona__Live__014_7_0.png__5733c8f8__014_7_0.png,373.5210741111
genuine,Testing__Digital_Persona__Live__014_7_1.png__70c12e7f__014_7_1.png,361.8626259603
genuine,Testing__Digital_Persona__Live__014_7_2.png__134ca9cc__014_7_2.png,420.1548663527
genuine,Testing__Digital_Persona__Live__014_7_3.png__f7e1d76c__014_7_3.png,490.1055552577
genuine,Testing__Digital_Persona__Live__014_7_4.png__c5230eb3__014_7_4.png,408.4964182018
genuine,Testing__Digital_Persona__Live__014_7_5.png__48cd0042__014_7_5.png,361.8626259603
genuine,Testing__Digital_Persona__Live__014_7_6.png__a48bcb34__014_7_6.png,52.8188172474
genuine,Testing__Digital_Persona__Live__014_7_7.png__0cea90a5__014_7_7.png,66.9446450775
genuine,Testing__Digital_Persona__Live__014_7_8.png__47d32d95__014_7_8.png,84.4454233904
genuine,Testing__Digital_Persona__Live__014_7_9.png__68001ea2__014_7_9.png,91.4640224751
genuine,Testing__Digital_Persona__Live__014_8_0.png__dd124e08__014_8_0.png,443.4717626543
genuine,Testing__Digital_Persona__Live__014_8_1.png__c7ae3a33__014_8_1.png,536.7393482228
genuine,Testing__Digital_Persona__Live__014_8_2.png__3337a3da__014_8_2.png,326.8872815078
genuine,Testing__Digital_Persona__Live__014_8_3.png__e55d205b__014_8_3.png,396.837970051
genuine,Testing__Digital_Persona__Live__014_8_4.png__cbb89083__014_8_4.png,548.3977963736
genuine,Testing__Digital_Persona__Live__014_8_5.png__308e7b03__014_8_5.png,478.4471071068
genuine,Testing__Digital_Persona__Live__014_8_6.png__6777907f__014_8_6.png,81.5871935085
genuine,Testing__Digital_Persona__Live__014_8_7.png__20ed14df__014_8_7.png,25.6347204622
genuine,Testing__Digital_Persona__Live__014_8_8.png__77662caf__014_8_8.png,16.8674406991
genuine,Testing__Digital_Persona__Live__014_8_9.png__a097cd85__014_8_9.png,42.9501836527
genuine,Testing__Digital_Persona__Live__014_9_0.png__aef10c8e__014_9_0.png,233.6196963011
genuine,Testing__Digital_Persona__Live__014_9_1.png__6ae10486__014_9_1.png,245.2781444519
genuine,Testing__Digital_Persona__Live__014_9_2.png__9d1123f7__014_9_2.png,233.6196963011
genuine,Testing__Digital_Persona__Live__014_9_3.png__e1d7ff70__014_9_3.png,268.5950407536
genuine,Testing__Digital_Persona__Live__014_9_4.png__08727f68__014_9_4.png,315.2288333569
genuine,Testing__Digital_Persona__Live__014_9_5.png__a24ee5c2__014_9_5.png,268.5950407536
genuine,Testing__Digital_Persona__Live__014_9_6.png__ffea8034__014_9_6.png,49.3505091555
genuine,Testing__Digital_Persona__Live__014_9_7.png__5314a965__014_9_7.png,9.3564979074
genuine,Testing__Digital_Persona__Live__014_9_8.png__94178115__014_9_8.png,48.2936741912
genuine,Testing__Digital_Persona__Live__014_9_9.png__50e544c9__014_9_9.png,52.4251396246
genuine,Testing__Digital_Persona__Live__019_0_0.png__3a41bd23__019_0_0.png,280.2534889044
genuine,Testing__Digital_Persona__Live__019_0_1.png__fe5101f4__019_0_1.png,210.3027999994
genuine,Testing__Digital_Persona__Live__019_0_2.png__e11e5795__019_0_2.png,361.8626259603
genuine,Testing__Digital_Persona__Live__019_0_3.png__260bea7e__019_0_3.png,268.5950407536
genuine,Testing__Digital_Persona__Live__019_0_4.png__c3efff3b__019_0_4.png,198.6443518486
genuine,Testing__Digital_Persona__Live__019_0_5.png__4e4fc8b6__019_0_5.png,245.2781444519
genuine,Testing__Digital_Persona__Live__019_0_6.png__a135cfaa__019_0_6.png,93.8091442382
genuine,Testing__Digital_Persona__Live__019_0_7.png__1969a846__019_0_7.png,89.1233304943
genuine,Testing__Digital_Persona__Live__019_0_8.png__da23815b__019_0_8.png,87.4276640413
genuine,Testing__Digital_Persona__Live__019_0_9.png__77d526b4__019_0_9.png,80.4623165766
genuine,Testing__Digital_Persona__Live__019_1_0.png__7fbd2945__019_1_0.png,350.2041778094
genuine,Testing__Digital_Persona__Live__019_1_1.png__e62f3c77__019_1_1.png,221.9612481503
genuine,Testing__Digital_Persona__Live__019_1_2.png__eabee178__019_1_2.png,408.4964182018
genuine,Testing__Digital_Persona__Live__019_1_3.png__09322697__019_1_3.png,291.9119366935
genuine,Testing__Digital_Persona__Live__019_1_4.png__6317b890__019_1_4.png,361.8626259603
genuine,Testing__Digital_Persona__Live__019_1_5.png__0647fa3e__019_1_5.png,408.4964182018
genuine,Testing__Digital_Persona__Live__019_1_6.png__86adddf8__019_1_6.png,72.6766913561
genuine,Testing__Digital_Persona__Live__019_1_7.png__fdd285b2__019_1_7.png,57.5912400722
genuine,Testing__Digital_Persona__Live__019_1_8.png__a358ff08__019_1_8.png,139.7578060274
genuine,Testing__Digital_Persona__Live__019_1_9.png__28746a4d__019_1_9.png,155.9265466043
genuine,Testing__Digital_Persona__Live__019_2_0.png__aad01993__019_2_0.png,315.2288333569
genuine,Testing__Digital_Persona__Live__019_2_1.png__52b1c088__019_2_1.png,210.3027999994
genuine,Testing__Digital_Persona__Live__019_2_2.png__4381124c__019_2_2.png,210.3027999994
genuine,Testing__Digital_Persona__Live__019_2_3.png__89feaba4__019_2_3.png,245.2781444519
genuine,Testing__Digital_Persona__Live__019_2_4.png__943a36dd__019_2_4.png,221.9612481503
genuine,Testing__Digital_Persona__Live__019_2_5.png__5b87ef5b__019_2_5.png,210.3027999994
genuine,Testing__Digital_Persona__Live__019_2_6.png__6fcd4369__019_2_6.png,122.8545248043
genuine,Testing__Digital_Persona__Live__019_2_7.png__d2cb8d5f__019_2_7.png,107.6801791899
genuine,Testing__Digital_Persona__Live__019_2_8.png__9fb2430d__019_2_8.png,120.8813206826
genuine,Testing__Digital_Persona__Live__019_2_9.png__bdcaa31a__019_2_9.png,64.3524789587
genuine,Testing__Digital_Persona__Live__019_3_0.png__8ddc65ac__019_3_0.png,303.5703852061
genuine,Testing__Digital_Persona__Live__019_3_1.png__7dd7b399__019_3_1.png,256.9365926028
genuine,Testing__Digital_Persona__Live__019_3_2.png__fe1859a2__019_3_2.png,280.2534889044
genuine,Testing__Digital_Persona__Live__019_3_3.png__25149b5e__019_3_3.png,245.2781444519
genuine,Testing__Digital_Persona__Live__019_3_4.png__41e21ffc__019_3_4.png,303.5703852061
genuine,Testing__Digital_Persona__Live__019_3_5.png__dcc0a5cf__019_3_5.png,291.9119366935
genuine,Testing__Digital_Persona__Live__019_3_6.png__3b44db3d__019_3_6.png,77.6341018237
genuine,Testing__Digital_Persona__Live__019_3_7.png__8a0c95e8__019_3_7.png,58.7679954992
genuine,Testing__Digital_Persona__Live__019_3_8.png__e4998b42__019_3_8.png,117.9251552649
genuine,Testing__Digital_Persona__Live__019_3_9.png__2009844a__019_3_9.png,76.1222714949
genuine,Testing__Digital_Persona__Live__019_4_0.png__22eec6b6__019_4_0.png,525.0809000719
genuine,Testing__Digital_Persona__Live__019_4_1.png__a5f0bbea__019_4_1.png,198.6443518486
genuine,Testing__Digital_Persona__Live__019_4_2.png__e9973912__019_4_2.png,303.5703852061
genuine,Testing__Digital_Persona__Live__019_4_3.png__25989d3f__019_4_3.png,396.837970051
genuine,Testing__Digital_Persona__Live__019_4_4.png__7b463d35__019_4_4.png,338.5457296586
genuine,Testing__Digital_Persona__Live__019_4_5.png__cbd1a1c9__019_4_5.png,373.5210741111
genuine,Testing__Digital_Persona__Live__019_4_6.png__2c2fb055__019_4_6.png,32.8214899038
genuine,Testing__Digital_Persona__Live__019_4_7.png__60a18681__019_4_7.png,14.2439491316
genuine,Testing__Digital_Persona__Live__019_4_8.png__ee3dbe86__019_4_8.png,54.3902074774
genuine,Testing__Digital_Persona__Live__019_4_9.png__a7ef1d5f__019_4_9.png,41.0441397303
genuine,Testing__Digital_Persona__Live__019_5_0.png__3818695a__019_5_0.png,291.9119366935
genuine,Testing__Digital_Persona__Live__019_5_1.png__06553e97__019_5_1.png,361.8626259603
genuine,Testing__Digital_Persona__Live__019_5_2.png__f44f5324__019_5_2.png,361.8626259603
genuine,Testing__Digital_Persona__Live__019_5_3.png__d92cd845__019_5_3.png,385.1795219002
genuine,Testing__Digital_Persona__Live__019_5_4.png__49939429__019_5_4.png,326.8872815078
genuine,Testing__Digital_Persona__Live__019_5_5.png__a0d04992__019_5_5.png,385.1795219002
genuine,Testing__Digital_Persona__Live__019_5_6.png__6fd624a7__019_5_6.png,109.6414977676
genuine,Testing__Digital_Persona__Live__019_5_7.png__b6f0a57e__019_5_7.png,120.1068819124
genuine,Testing__Digital_Persona__Live__019_5_8.png__061cce6d__019_5_8.png,142.1067971873
genuine,Testing__Digital_Persona__Live__019_5_9.png__ec24bfd1__019_5_9.png,53.4087264026
genuine,Testing__Digital_Persona__Live__019_6_0.png__4c2e3102__019_6_0.png,291.9119366935
genuine,Testing__Digital_Persona__Live__019_6_1.png__142419f2__019_6_1.png,268.5950407536
genuine,Testing__Digital_Persona__Live__019_6_2.png__7c9edc38__019_6_2.png,455.1302108052
genuine,Testing__Digital_Persona__Live__019_6_3.png__7cc4b60b__019_6_3.png,280.2534889044
genuine,Testing__Digital_Persona__Live__019_6_4.png__c8ae210b__019_6_4.png,303.5703852061
genuine,Testing__Digital_Persona__Live__019_6_5.png__c8ef27ed__019_6_5.png,303.5703852061
genuine,Testing__Digital_Persona__Live__019_6_6.png__ff5229c3__019_6_6.png,120.0849075066
genuine,Testing__Digital_Persona__Live__019_6_7.png__af905c61__019_6_7.png,34.3372398112
genuine,Testing__Digital_Persona__Live__019_6_8.png__bc2d3738__019_6_8.png,59.5736535329
genuine,Testing__Digital_Persona__Live__019_6_9.png__a64e46de__019_6_9.png,55.5386869619
genuine,Testing__Digital_Persona__Live__019_7_0.png__e18356db__019_7_0.png,233.6196963011
genuine,Testing__Digital_Persona__Live__019_7_1.png__2dd36030__019_7_1.png,478.4471071068
genuine,Testing__Digital_Persona__Live__019_7_2.png__3bd47224__019_7_2.png,420.1548663527
genuine,Testing__Digital_Persona__Live__019_7_3.png__bf27092a__019_7_3.png,326.8872815078
genuine,Testing__Digital_Persona__Live__019_7_4.png__efbf11cf__019_7_4.png,408.4964182018
genuine,Testing__Digital_Persona__Live__019_7_5.png__28dd90a3__019_7_5.png,373.5210741111
genuine,Testing__Digital_Persona__Live__019_7_6.png__d29d9b0f__019_7_6.png,117.9872645894
genuine,Testing__Digital_Persona__Live__019_7_7.png__4acbf8fb__019_7_7.png,67.4402799303
genuine,Testing__Digital_Persona__Live__019_7_8.png__30ef5d9e__019_7_8.png,138.0422396
genuine,Testing__Digital_Persona__Live__019_7_9.png__f777a402__019_7_9.png,102.5786305008
genuine,Testing__Digital_Persona__Live__019_8_0.png__b2536749__019_8_0.png,245.2781444519
genuine,Testing__Digital_Persona__Live__019_8_1.png__a3f73136__019_8_1.png,408.4964182018
genuine,Testing__Digital_Persona__Live__019_8_2.png__b4a8ef74__019_8_2.png,373.5210741111
genuine,Testing__Digital_Persona__Live__019_8_3.png__9a8e9cce__019_8_3.png,338.5457296586
genuine,Testing__Digital_Persona__Live__019_8_4.png__35b09cd4__019_8_4.png,431.8133145035
genuine,Testing__Digital_Persona__Live__019_8_5.png__737b087d__019_8_5.png,326.8872815078
genuine,Testing__Digital_Persona__Live__019_8_6.png__b7bf3ca0__019_8_6.png,45.8262602902
genuine,Testing__Digital_Persona__Live__019_8_7.png__89f1e717__019_8_7.png,29.559491348
genuine,Testing__Digital_Persona__Live__019_8_8.png__58c8d600__019_8_8.png,81.3229870303
genuine,Testing__Digital_Persona__Live__019_8_9.png__840d9680__019_8_9.png,54.7758819928
genuine,Testing__Digital_Persona__Live__019_9_0.png__bd474ac7__019_9_0.png,233.6196963011
genuine,Testing__Digital_Persona__Live__019_9_1.png__d4ce11ef__019_9_1.png,653.3238293693
genuine,Testing__Digital_Persona__Live__019_9_2.png__a3d55ebc__019_9_2.png,431.8133145035
genuine,Testing__Digital_Persona__Live__019_9_3.png__cbd53683__019_9_3.png,443.4717626543
genuine,Testing__Digital_Persona__Live__019_9_4.png__55a34a1a__019_9_4.png,420.1548663527
genuine,Testing__Digital_Persona__Live__019_9_5.png__91af79f7__019_9_5.png,466.788658956
genuine,Testing__Digital_Persona__Live__019_9_6.png__60fc4921__019_9_6.png,12.5636687024
genuine,Testing__Digital_Persona__Live__019_9_7.png__8f3248ae__019_9_7.png,13.5605671336
genuine,Testing__Digital_Persona__Live__019_9_8.png__a0279569__019_9_8.png,40.1852338307
genuine,Testing__Digital_Persona__Live__019_9_9.png__3dc2f53e__019_9_9.png,8.2423599727
genuine,Training__Digital_Persona__Live__002_0_6.png__c8c0e2ff__002_0_6.png,128.4032033429
genuine,Training__Digital_Persona__Live__002_0_7.png__b70dc778__002_0_7.png,106.9017123231
genuine,Training__Digital_Persona__Live__002_0_8.png__1397a305__002_0_8.png,107.2901612944
genuine,Training__Digital_Persona__Live__002_0_9.png__173d8e04__002_0_9.png,126.1758381697
genuine,Training__Digital_Persona__Live__002_1_6.png__1ecc6943__002_1_6.png,55.4605778052
genuine,Training__Digital_Persona__Live__002_1_7.png__8ab103dc__002_1_7.png,117.9384262701
genuine,Training__Digital_Persona__Live__002_1_8.png__758ae688__002_1_8.png,46.5321543934
genuine,Training__Digital_Persona__Live__002_1_9.png__2033077f__002_1_9.png,145.5574588881
genuine,Training__Digital_Persona__Live__002_2_6.png__43f6135f__002_2_6.png,85.4896820871
genuine,Training__Digital_Persona__Live__002_2_7.png__1b9d0656__002_2_7.png,133.6882126527
genuine,Training__Digital_Persona__Live__002_2_8.png__7e199f27__002_2_8.png,134.27628657
genuine,Training__Digital_Persona__Live__002_2_9.png__7f547f9f__002_2_9.png,171.631620754
genuine,Training__Digital_Persona__Live__002_3_6.png__404ad27b__002_3_6.png,83.6266714153
genuine,Training__Digital_Persona__Live__002_3_7.png__4f66706f__002_3_7.png,93.6155243163
genuine,Training__Digital_Persona__Live__002_3_8.png__2ebf9e33__002_3_8.png,155.4541542692
genuine,Training__Digital_Persona__Live__002_3_9.png__ba0eb807__002_3_9.png,110.7243666332
genuine,Training__Digital_Persona__Live__002_4_6.png__e720a168__002_4_6.png,59.3558700546
genuine,Training__Digital_Persona__Live__002_4_7.png__71df5a59__002_4_7.png,67.069552589
genuine,Training__Digital_Persona__Live__002_4_8.png__4743bb78__002_4_8.png,91.3605439333
genuine,Training__Digital_Persona__Live__002_4_9.png__fd135755__002_4_9.png,146.7832433038
genuine,Training__Digital_Persona__Live__002_5_6.png__583fc98e__002_5_6.png,99.7191297944
genuine,Training__Digital_Persona__Live__002_5_7.png__f449ff26__002_5_7.png,117.1306364386
genuine,Training__Digital_Persona__Live__002_5_8.png__303fa05f__002_5_8.png,88.4783987662
genuine,Training__Digital_Persona__Live__002_5_9.png__7eb53e9e__002_5_9.png,153.4937577585
genuine,Training__Digital_Persona__Live__002_6_6.png__25d7b931__002_6_6.png,166.8651712575
genuine,Training__Digital_Persona__Live__002_6_7.png__1e9329b8__002_6_7.png,149.7606461836
genuine,Training__Digital_Persona__Live__002_6_8.png__85ee5728__002_6_8.png,196.6825502489
genuine,Training__Digital_Persona__Live__002_6_9.png__9356e4b4__002_6_9.png,200.7653269058
genuine,Training__Digital_Persona__Live__002_7_6.png__07cceabc__002_7_6.png,143.199672996
genuine,Training__Digital_Persona__Live__002_7_7.png__4a71fe62__002_7_7.png,145.1596372514
genuine,Training__Digital_Persona__Live__002_7_8.png__057b3631__002_7_8.png,152.284746644
genuine,Training__Digital_Persona__Live__002_7_9.png__6fcf52ab__002_7_9.png,151.5155331286
genuine,Training__Digital_Persona__Live__002_8_6.png__b660497e__002_8_6.png,155.4035672389
genuine,Training__Digital_Persona__Live__002_8_7.png__9f83cddb__002_8_7.png,77.6964176067
genuine,Training__Digital_Persona__Live__002_8_8.png__a8e222c1__002_8_8.png,199.7165037512
genuine,Training__Digital_Persona__Live__002_8_9.png__ebf2d980__002_8_9.png,177.8007646514
genuine,Training__Digital_Persona__Live__002_9_6.png__ca4150c3__002_9_6.png,159.6990559093
genuine,Training__Digital_Persona__Live__002_9_7.png__8bf32004__002_9_7.png,100.6247511377
genuine,Training__Digital_Persona__Live__002_9_8.png__acfd987e__002_9_8.png,163.0689055551
genuine,Training__Digital_Persona__Live__002_9_9.png__70b01e81__002_9_9.png,151.6985511206
genuine,Training__Digital_Persona__Live__003_0_6.png__89f2199c__003_0_6.png,33.6979180277
genuine,Training__Digital_Persona__Live__003_0_7.png__e64f41cf__003_0_7.png,163.2745455919
genuine,Training__Digital_Persona__Live__003_0_8.png__fe6ec773__003_0_8.png,89.4858098294
genuine,Training__Digital_Persona__Live__003_0_9.png__c9ff5658__003_0_9.png,124.2296161255
genuine,Training__Digital_Persona__Live__003_1_6.png__b4a6d353__003_1_6.png,32.1301854149
genuine,Training__Digital_Persona__Live__003_1_7.png__5c013528__003_1_7.png,60.8301621638
genuine,Training__Digital_Persona__Live__003_1_8.png__f19b48a0__003_1_8.png,46.6236729943
genuine,Training__Digital_Persona__Live__003_1_9.png__e6deaea0__003_1_9.png,76.9639623289
genuine,Training__Digital_Persona__Live__003_2_6.png__e05468c6__003_2_6.png,69.0711266046
genuine,Training__Digital_Persona__Live__003_2_7.png__deff46c6__003_2_7.png,42.3677854913
genuine,Training__Digital_Persona__Live__003_2_8.png__c975333b__003_2_8.png,41.8404981281
genuine,Training__Digital_Persona__Live__003_2_9.png__eabc3271__003_2_9.png,57.7081777026
genuine,Training__Digital_Persona__Live__003_3_6.png__f51dd73a__003_3_6.png,24.9298047956
genuine,Training__Digital_Persona__Live__003_3_7.png__f2ecb383__003_3_7.png,85.4871469166
genuine,Training__Digital_Persona__Live__003_3_8.png__91062bf5__003_3_8.png,82.5211080408
genuine,Training__Digital_Persona__Live__003_3_9.png__a45af296__003_3_9.png,77.1690936488
genuine,Training__Digital_Persona__Live__003_4_6.png__5e667d93__003_4_6.png,4.7427273096
genuine,Training__Digital_Persona__Live__003_4_7.png__cfe0e49a__003_4_7.png,77.0173904833
genuine,Training__Digital_Persona__Live__003_4_8.png__750490f8__003_4_8.png,34.3365610324
genuine,Training__Digital_Persona__Live__003_4_9.png__fdf84451__003_4_9.png,47.7870554179
genuine,Training__Digital_Persona__Live__003_5_6.png__33596075__003_5_6.png,15.0290313496
genuine,Training__Digital_Persona__Live__003_5_7.png__edd4752d__003_5_7.png,208.2424053987
genuine,Training__Digital_Persona__Live__003_5_8.png__ddf03c76__003_5_8.png,79.5980495898
genuine,Training__Digital_Persona__Live__003_5_9.png__e326d8ac__003_5_9.png,57.8978863909
genuine,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,34.6232105328
genuine,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,94.1444351173
genuine,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,84.3834257882
genuine,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,93.6519732866
genuine,Training__Digital_Persona__Live__003_7_6.png__6964d1f3__003_7_6.png,37.9849703592
genuine,Training__Digital_Persona__Live__003_7_7.png__6e4da1d7__003_7_7.png,125.8080530752
genuine,Training__Digital_Persona__Live__003_7_8.png__ce7f9bab__003_7_8.png,50.0596044595
genuine,Training__Digital_Persona__Live__003_7_9.png__5721f77a__003_7_9.png,82.8720554433
genuine,Training__Digital_Persona__Live__003_8_6.png__4a0025bf__003_8_6.png,26.1430814406
genuine,Training__Digital_Persona__Live__003_8_7.png__9acf544d__003_8_7.png,37.7793518069
genuine,Training__Digital_Persona__Live__003_8_8.png__8e0cd198__003_8_8.png,64.9116225882
genuine,Training__Digital_Persona__Live__003_8_9.png__44c1c628__003_8_9.png,83.7995229634
genuine,Training__Digital_Persona__Live__003_9_6.png__d943829c__003_9_6.png,8.6603403542
genuine,Training__Digital_Persona__Live__003_9_7.png__22bf7d61__003_9_7.png,44.9881696066
genuine,Training__Digital_Persona__Live__003_9_8.png__4f6a74e1__003_9_8.png,37.2940275764
genuine,Training__Digital_Persona__Live__003_9_9.png__5fe58ddd__003_9_9.png,54.2440896621
genuine,Training__Digital_Persona__Live__008_0_6.png__3109c3f4__008_0_6.png,53.8313350535
genuine,Training__Digital_Persona__Live__008_0_7.png__084288f3__008_0_7.png,141.6391405222
genuine,Training__Digital_Persona__Live__008_0_8.png__6b964c2b__008_0_8.png,75.5783776032
genuine,Training__Digital_Persona__Live__008_0_9.png__dacc2089__008_0_9.png,63.2067445027
genuine,Training__Digital_Persona__Live__008_1_6.png__7a7dac04__008_1_6.png,96.4405167452
genuine,Training__Digital_Persona__Live__008_1_7.png__c5b49df4__008_1_7.png,124.6760124006
genuine,Training__Digital_Persona__Live__008_1_8.png__465b6f62__008_1_8.png,70.0624166258
genuine,Training__Digital_Persona__Live__008_1_9.png__d93de0c5__008_1_9.png,92.8820191512
genuine,Training__Digital_Persona__Live__008_2_6.png__8dc13462__008_2_6.png,75.976776817
genuine,Training__Digital_Persona__Live__008_2_7.png__d6536923__008_2_7.png,100.9987052813
genuine,Training__Digital_Persona__Live__008_2_8.png__0dc51968__008_2_8.png,88.206373861
genuine,Training__Digital_Persona__Live__008_2_9.png__8ea657c8__008_2_9.png,72.7634701867
genuine,Training__Digital_Persona__Live__008_3_6.png__9d9ac675__008_3_6.png,68.5284869024
genuine,Training__Digital_Persona__Live__008_3_7.png__d04b0c4b__008_3_7.png,58.6175998288
genuine,Training__Digital_Persona__Live__008_3_8.png__6d8554c0__008_3_8.png,35.7606078307
genuine,Training__Digital_Persona__Live__008_3_9.png__63620782__008_3_9.png,55.806804482
genuine,Training__Digital_Persona__Live__008_4_6.png__0417d680__008_4_6.png,49.9132239889
genuine,Training__Digital_Persona__Live__008_4_7.png__9bca4c9b__008_4_7.png,63.4816423169
genuine,Training__Digital_Persona__Live__008_4_8.png__1ea36ada__008_4_8.png,63.1328871436
genuine,Training__Digital_Persona__Live__008_4_9.png__3c8a30a4__008_4_9.png,68.0838068096
genuine,Training__Digital_Persona__Live__008_5_6.png__f52085b9__008_5_6.png,56.682050311
genuine,Training__Digital_Persona__Live__008_5_7.png__1d5a9957__008_5_7.png,91.7800247015
genuine,Training__Digital_Persona__Live__008_5_8.png__990328eb__008_5_8.png,94.272755678
genuine,Training__Digital_Persona__Live__008_5_9.png__2998449a__008_5_9.png,157.9205695861
genuine,Training__Digital_Persona__Live__008_6_6.png__8b6e7e64__008_6_6.png,46.4254070274
genuine,Training__Digital_Persona__Live__008_6_7.png__08d1f263__008_6_7.png,102.5039684266
genuine,Training__Digital_Persona__Live__008_6_8.png__65520510__008_6_8.png,109.0442293584
genuine,Training__Digital_Persona__Live__008_6_9.png__84714e51__008_6_9.png,125.0221043901
genuine,Training__Digital_Persona__Live__008_7_6.png__6c19956f__008_7_6.png,7.7582406163
genuine,Training__Digital_Persona__Live__008_7_7.png__3b69500c__008_7_7.png,53.5278637022
genuine,Training__Digital_Persona__Live__008_7_8.png__2dcacfdf__008_7_8.png,50.3820505481
genuine,Training__Digital_Persona__Live__008_7_9.png__60542514__008_7_9.png,29.9793185176
genuine,Training__Digital_Persona__Live__008_8_6.png__dbea8c4b__008_8_6.png,22.9428818295
genuine,Training__Digital_Persona__Live__008_8_7.png__16dd1d2f__008_8_7.png,55.0289017774
genuine,Training__Digital_Persona__Live__008_8_8.png__a1b0b353__008_8_8.png,34.0099261869
genuine,Training__Digital_Persona__Live__008_8_9.png__b65b47e1__008_8_9.png,28.9872795276
genuine,Training__Digital_Persona__Live__008_9_6.png__8710abab__008_9_6.png,4.6668166412
genuine,Training__Digital_Persona__Live__008_9_7.png__5a7c6ad1__008_9_7.png,50.8702997627
genuine,Training__Digital_Persona__Live__008_9_8.png__bf653af2__008_9_8.png,73.4243815482
genuine,Training__Digital_Persona__Live__008_9_9.png__1647f802__008_9_9.png,85.1917385014
genuine,Training__Digital_Persona__Live__010_0_6.png__ed080c34__010_0_6.png,52.426932215
genuine,Training__Digital_Persona__Live__010_0_7.png__333bf5bf__010_0_7.png,171.9684931055
genuine,Training__Digital_Persona__Live__010_0_8.png__99a54156__010_0_8.png,77.2077148734
genuine,Training__Digital_Persona__Live__010_0_9.png__9daa843f__010_0_9.png,143.8225510427
genuine,Training__Digital_Persona__Live__010_1_6.png__753b4569__010_1_6.png,34.6395923144
genuine,Training__Digital_Persona__Live__010_1_7.png__2b74a303__010_1_7.png,125.0551912909
genuine,Training__Digital_Persona__Live__010_1_8.png__2e32281e__010_1_8.png,84.1809489957
genuine,Training__Digital_Persona__Live__010_1_9.png__6705ae28__010_1_9.png,155.996722431
genuine,Training__Digital_Persona__Live__010_2_6.png__17a4d18e__010_2_6.png,68.4647559355
genuine,Training__Digital_Persona__Live__010_2_7.png__b9eff58c__010_2_7.png,100.7400268447
genuine,Training__Digital_Persona__Live__010_2_8.png__f44b67db__010_2_8.png,76.2952841312
genuine,Training__Digital_Persona__Live__010_2_9.png__71b2c404__010_2_9.png,93.305267771
genuine,Training__Digital_Persona__Live__010_3_6.png__2bd3e103__010_3_6.png,48.006883898
genuine,Training__Digital_Persona__Live__010_3_7.png__a72ac463__010_3_7.png,54.7791400622
genuine,Training__Digital_Persona__Live__010_3_8.png__2d806e65__010_3_8.png,53.2181245324
genuine,Training__Digital_Persona__Live__010_3_9.png__e9787454__010_3_9.png,122.1164728964
genuine,Training__Digital_Persona__Live__010_4_6.png__e06f1cb6__010_4_6.png,7.206920208
genuine,Training__Digital_Persona__Live__010_4_7.png__eab66317__010_4_7.png,46.544763614
genuine,Training__Digital_Persona__Live__010_4_8.png__7de6d479__010_4_8.png,25.5765346373
genuine,Training__Digital_Persona__Live__010_4_9.png__d8959fd4__010_4_9.png,27.0361866195
genuine,Training__Digital_Persona__Live__010_5_6.png__11a6bee5__010_5_6.png,65.008878328
genuine,Training__Digital_Persona__Live__010_5_7.png__b2a05674__010_5_7.png,120.5942986359
